Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:BAKERY [J](Hourly),Electricity:Zone:DELI [J](Hourly),Electricity:Zone:DRYSTORAGE [J](Hourly),Electricity:Zone:OFFICE [J](Hourly),Electricity:Zone:PRODUCE [J](Hourly),Electricity:Zone:SALES [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 06/05  10:00:00,998114419.7,580306549.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,368753147.8,295868841.6,121939028.3,102716325,19222703.3,0,226391112.5,149046913.4,37899000,0,37827000,72000,,,,,,,,,,,,,,,,,,,
 06/05  11:00:00,1101289240,691450716.3,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,477788290.2,279303109.9,130535413.4,102716325,27819088.48,0,226391112.5,149046913.4,46144488.24,0,37827000,8317488.245,,,,,,,,,,,,,,,,,,,
 06/05  12:00:00,1069076551,582183640.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,370630238.3,352840466.1,134052444.8,102716325,31336119.79,0,226391112.5,149046913.4,42022527.61,0,37827000,4195527.61,,,,,,,,,,,,,,,,,,,
 06/05  13:00:00,1069982539,581676203.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,370122801.2,350379139.5,137927195.9,102716325,35210870.94,0,226391112.5,149046913.4,42022198,0,37827000,4195197.996,,,,,,,,,,,,,,,,,,,
 06/05  14:00:00,1053690810,581926995.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,370373593.3,331209909.3,140553904.9,102716325,37837579.92,0,226391112.5,149046913.4,42021004.17,0,37827000,4194004.171,,,,,,,,,,,,,,,,,,,
 06/05  15:00:00,1041520836,582597184.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,371043782.3,316305002.9,142618648.6,102716325,39902323.63,0,226391112.5,149046913.4,42020692.25,0,37827000,4193692.245,,,,,,,,,,,,,,,,,,,
 06/05  16:00:00,1044739411,583170370.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,371616968.3,317840126.9,143728913.4,102716325,41012588.4,0,226391112.5,149046913.4,42021373.51,0,37827000,4194373.513,,,,,,,,,,,,,,,,,,,
 06/05  17:00:00,1038840670,583372637.2,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,371819235.1,313524734.7,141943297.9,102716325,39226972.95,0,226391112.5,149046913.4,42021382.06,0,37827000,4194382.061,,,,,,,,,,,,,,,,,,,
 06/05  18:00:00,1013216274,574414343.3,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,406521393.5,303203337.2,135598593.7,102716325,32882268.76,0,150927408.4,132695745.2,39189013.44,1371151.174,33624000,4193862.267,,,,,,,,,,,,,,,,,,,
 06/05  19:00:00,966530933.6,472910365.7,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,305017415.9,366101270.5,127519297.4,102716325,24802972.44,0,150927408.4,132695745.2,39217352.63,1399956.359,33624000,4193396.275,,,,,,,,,,,,,,,,,,,
 06/05  20:00:00,870530137,425555843.2,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,280115195,303858304.8,116677388.9,102716325,13961063.92,0,125772840.3,116344577.1,29493000,0,29421000,72000,,,,,,,,,,,,,,,,,,,
 06/05  21:00:00,641367171.1,283328002.6,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,205244259.1,199937500.7,109224467.8,102716325,6508142.869,0,50309136.12,67291072.6,21004712.95,0,16812000,4192712.954,,,,,,,,,,,,,,,,,,,
 06/05  22:00:00,418995057.6,203521417.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,166926639.3,166596440.3,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/05  23:00:00,524820990.5,310311465.9,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,271607663.8,165632324.6,0,0,0,0,12577284.03,32702336.3,12597486.06,0,8406000,4191486.061,,,,,,,,,,,,,,,,,,,
 06/05  24:00:00,431567609.5,197299974.9,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,160705196.8,185390434.6,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/06  01:00:00,388167188.9,192726671.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,156131893.7,146563317.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/06  02:00:00,380117462.3,188871704.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,152276926.3,142368557.9,0,0,0,0,12577284.03,32702336.3,12597354.12,0,8406000,4191354.117,,,,,,,,,,,,,,,,,,,
 06/06  03:00:00,373772413.4,185462481.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,148867703.3,139432732,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/06  04:00:00,417509996.6,182633244.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,146038466,222657452.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/06  05:00:00,407430626.3,180279753.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,143684975.2,227150873,0,0,0,0,12577284.03,32702336.3,12597367.81,0,8406000,4191367.808,,,,,,,,,,,,,,,,,,,
 06/06  06:00:00,611030657.7,264923055,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,186839311.5,241845608.4,104261994.3,102716325,1545669.37,0,50309136.12,67291072.6,212776574.3,195892574.3,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/06  07:00:00,653510980.2,274935152.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,196851409.4,273521194.2,105054633.1,102716325,2338308.126,0,50309136.12,67291072.6,251962400,235078400,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/06  08:00:00,906427697.4,527938901.3,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,382498253.1,269830319,108658477.1,102716325,5942152.135,0,125772840.3,116344577.1,152517774,118904101.3,29421000,4192672.667,,,,,,,,,,,,,,,,,,,
 06/06  09:00:00,1036968184,592687190.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,381133788.3,328720973,115560021.1,102716325,12843696.08,0,226391112.5,149046913.4,47828831.35,5808501.377,37827000,4193329.976,,,,,,,,,,,,,,,,,,,
 06/06  10:00:00,1037761265,597306328.2,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,385752926.2,313513865.2,126941071.2,102716325,24224746.2,0,226391112.5,149046913.4,42020522.98,0,37827000,4193522.976,,,,,,,,,,,,,,,,,,,
 06/06  11:00:00,1142175398,713050310.9,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,499387884.9,293100993.6,136024093.5,102716325,33307768.55,0,226391112.5,149046913.4,42021914.72,0,37827000,4194914.724,,,,,,,,,,,,,,,,,,,
 06/06  12:00:00,1120135493,604001877.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,392448475.3,375508973,140624642.9,102716325,37908317.96,0,226391112.5,149046913.4,42021971.72,0,37827000,4194971.722,,,,,,,,,,,,,,,,,,,
 06/06  13:00:00,1134956577,602325405.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,390772003.8,386182978,146448192.9,102716325,43731867.92,0,226391112.5,149046913.4,42021647.96,0,37827000,4194647.964,,,,,,,,,,,,,,,,,,,
 06/06  14:00:00,1112286407,601420483.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,389867081.4,359865674.6,151000248.8,102716325,48283923.82,0,226391112.5,149046913.4,42021363.64,0,37827000,4194363.636,,,,,,,,,,,,,,,,,,,
 06/06  15:00:00,1099965135,601766122.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,390212720.7,342047626.3,156151386.2,102716325,53435061.25,0,226391112.5,149046913.4,42021045.86,0,37827000,4194045.855,,,,,,,,,,,,,,,,,,,
 06/06  16:00:00,1100995328,602797130.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,391243728.7,341709658.2,156488538.9,102716325,53772213.95,0,226391112.5,149046913.4,42020986.47,0,37827000,4193986.466,,,,,,,,,,,,,,,,,,,
 06/06  17:00:00,1091131728,602963945.2,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,391410543.1,337975235.7,150192547.1,102716325,47476222.09,0,226391112.5,149046913.4,42020976.14,0,37827000,4193976.138,,,,,,,,,,,,,,,,,,,
 06/06  18:00:00,1062432348,593324656.8,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,425431707,326562106.1,142545584.8,102716325,39829259.79,0,150927408.4,132695745.2,37817511.39,0,33624000,4193511.386,,,,,,,,,,,,,,,,,,,
 06/06  19:00:00,991506675.9,491034081.9,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,323141132.1,362203579.3,138269014.7,102716325,35552689.71,0,150927408.4,132695745.2,37817136.5,0,33624000,4193136.505,,,,,,,,,,,,,,,,,,,
 06/06  20:00:00,905510911.7,441580755.8,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,296140107.6,308168876.3,131322679.6,102716325,28606354.68,0,125772840.3,116344577.1,36368261.9,2754329.794,29421000,4192932.107,,,,,,,,,,,,,,,,,,,
 06/06  21:00:00,655657349.1,295017651.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,216933907.8,195762460.2,116000037.6,102716325,13283712.62,0,50309136.12,67291072.6,16884000,0,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/06  22:00:00,444905246,213964544.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,177369766,182063501.9,0,0,0,0,12577284.03,32702336.3,12597841.42,0,8406000,4191841.425,,,,,,,,,,,,,,,,,,,
 06/06  23:00:00,546766714.6,320220575.1,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,281516773.1,177668939.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/06  24:00:00,457656549.6,206267448.6,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,169672670.6,202511901,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/07  01:00:00,411678391.2,201217675.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,164622897.4,161583515.7,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/07  02:00:00,402341353.1,197372253.2,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,160777475.2,156091899.8,0,0,0,0,12577284.03,32702336.3,12597450.59,0,8406000,4191450.59,,,,,,,,,,,,,,,,,,,
 06/07  03:00:00,394807601.6,194528099.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,157933321.3,151402302.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/07  04:00:00,377966655.6,192448060.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,155853282.5,173299295,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/07  05:00:00,363598723.9,190763950.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,154169172,172834773.8,0,0,0,0,12577284.03,32702336.3,12597236.79,0,8406000,4191236.787,,,,,,,,,,,,,,,,,,,
 06/07  06:00:00,563642528.9,277207751.2,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,199124007.7,181265875.7,105168902,102716325,2452576.983,0,50309136.12,67291072.6,135844503.1,118960503.1,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/07  07:00:00,635590099.4,287762944.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,209679201.4,242299605.5,105527548.9,102716325,2811223.958,0,50309136.12,67291072.6,201836738.8,184952738.8,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/07  08:00:00,925885729.4,539436494.5,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,393995846.3,277018730.1,109430504.8,102716325,6714179.845,0,125772840.3,116344577.1,103577073.3,69963545.85,29421000,4192527.485,,,,,,,,,,,,,,,,,,,
 06/07  09:00:00,1065177925,603231676,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,391678273.9,341014687.9,120931561.4,102716325,18215236.41,0,226391112.5,149046913.4,42020068.54,0,37827000,4193068.544,,,,,,,,,,,,,,,,,,,
 06/07  10:00:00,1073850689,606704555.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,395151153.4,333054425.3,134091708.1,102716325,31375383.12,0,226391112.5,149046913.4,42020817.22,0,37827000,4193817.219,,,,,,,,,,,,,,,,,,,
 06/07  11:00:00,1166359247,720101832.3,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,506439406.2,304701111,141556303.4,102716325,38839978.39,0,226391112.5,149046913.4,42021334.95,0,37827000,4194334.955,,,,,,,,,,,,,,,,,,,
 06/07  12:00:00,1142521928,608256647.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,396703245.4,387861548.6,146403732,102716325,43687407.04,0,226391112.5,149046913.4,42022246.09,0,37827000,4195246.094,,,,,,,,,,,,,,,,,,,
 06/07  13:00:00,1162683810,603795927,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,392242525,399319810.8,159568071.8,102716325,56851746.8,0,226391112.5,149046913.4,42021915.81,0,37827000,4194915.811,,,,,,,,,,,,,,,,,,,
 06/07  14:00:00,1128689486,601532294.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,389978892.3,363782561.7,163374629.5,102716325,60658304.53,0,226391112.5,149046913.4,42021625.02,0,37827000,4194625.017,,,,,,,,,,,,,,,,,,,
 06/07  15:00:00,1109599094,604769133.6,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,393215731.5,343316590.3,161513370.1,102716325,58797045.13,0,226391112.5,149046913.4,42021038.82,0,37827000,4194038.818,,,,,,,,,,,,,,,,,,,
 06/07  16:00:00,1107509709,609878872.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,398325470.3,341526783,156104053.7,102716325,53387728.69,0,226391112.5,149046913.4,42021234.99,0,37827000,4194234.985,,,,,,,,,,,,,,,,,,,
 06/07  17:00:00,1100694382,613645885.6,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,402092483.5,338640768.7,148407727.6,102716325,45691402.64,0,226391112.5,149046913.4,42021217.13,0,37827000,4194217.133,,,,,,,,,,,,,,,,,,,
 06/07  18:00:00,1071987371,603777194.4,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,435884244.6,327248105.7,140962071.4,102716325,38245746.43,0,150927408.4,132695745.2,37817747.24,0,33624000,4193747.243,,,,,,,,,,,,,,,,,,,
 06/07  19:00:00,1035643030,501530069.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,333637119.5,395258244.5,138854716,102716325,36138391.04,0,150927408.4,132695745.2,37817368.33,0,33624000,4193368.33,,,,,,,,,,,,,,,,,,,
 06/07  20:00:00,940481704.2,453177790.7,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,307737142.5,347381643,127702970.4,102716325,24986645.47,0,125772840.3,116344577.1,36611272.56,2997114.581,29421000,4193157.977,,,,,,,,,,,,,,,,,,,
 06/07  21:00:00,686541558,308120955.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,230037211.8,217830725.6,111712677.2,102716325,8996352.228,0,50309136.12,67291072.6,16884000,0,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/07  22:00:00,456928934.8,225530553.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,188935775.4,182521181.4,0,0,0,0,12577284.03,32702336.3,12597728.67,0,8406000,4191728.673,,,,,,,,,,,,,,,,,,,
 06/07  23:00:00,558532196.1,334587481.1,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,295883679,175067515,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/07  24:00:00,480130858.7,225530553.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,188935775.4,205723105.3,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/08  01:00:00,440252874.1,225132779.2,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,188538001.1,166242895,0,0,0,0,12577284.03,32702336.3,12597438.57,0,8406000,4191438.572,,,,,,,,,,,,,,,,,,,
 06/08  02:00:00,433107157,222142543.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,185547765,162087413.9,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/08  03:00:00,425943823.9,218816120.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,182221342.1,158250503.7,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/08  04:00:00,408478706.1,215186045.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,178591267.6,181073360.3,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/08  05:00:00,387242742.1,210352060.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,173757282.8,176890681.2,0,0,0,0,12577284.03,32702336.3,12597235.84,0,8406000,4191235.842,,,,,,,,,,,,,,,,,,,
 06/08  06:00:00,573031798.2,291327234.5,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,213243491,177383951.4,104320612.3,102716325,1604287.323,0,50309136.12,67291072.6,171689929.4,154805929.4,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/08  07:00:00,628002701.7,294867702,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,216783958.5,228965860.1,104169139.6,102716325,1452814.63,0,50309136.12,67291072.6,294552532.2,273548725.5,16812000,4191806.69,,,,,,,,,,,,,,,,,,,
 06/08  08:00:00,898101724.2,541590993.6,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,396150345.4,249646984.8,106863745.7,102716325,4147420.751,0,125772840.3,116344577.1,241268449.3,211775449.3,29421000,72000,,,,,,,,,,,,,,,,,,,
 06/08  09:00:00,1006937010,601475828,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,389922425.9,295609898.4,109851283.4,102716325,7134958.417,0,226391112.5,149046913.4,151240584.7,109220311.3,37827000,4193273.409,,,,,,,,,,,,,,,,,,,
 06/08  10:00:00,989609960.1,604302702.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,392749300.9,274357977,110949280.2,102716325,8232955.241,0,226391112.5,149046913.4,97695785.4,55675442.9,37827000,4193342.498,,,,,,,,,,,,,,,,,,,
 06/08  11:00:00,1086254902,718337516.1,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,504675090,255625580.3,112291805.9,102716325,9575480.892,0,226391112.5,149046913.4,44360221.82,2338701.971,37827000,4194519.852,,,,,,,,,,,,,,,,,,,
 06/08  12:00:00,1062027219,612866353.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,401312951.4,333767505,115393360.6,102716325,12677035.64,0,226391112.5,149046913.4,42022420.63,0,37827000,4195420.634,,,,,,,,,,,,,,,,,,,
 06/08  13:00:00,1087865672,613884568.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,402331166.3,349401888.6,124579214.7,102716325,21862889.69,0,226391112.5,149046913.4,42022083.62,0,37827000,4195083.617,,,,,,,,,,,,,,,,,,,
 06/08  14:00:00,1083885546,613884568.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,402331166.3,336589052.2,133411925.7,102716325,30695600.68,0,226391112.5,149046913.4,42021011.39,0,37827000,4194011.394,,,,,,,,,,,,,,,,,,,
 06/08  15:00:00,1078995780,613884568.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,402331166.3,326847418.4,138263793.3,102716325,35547468.29,0,226391112.5,149046913.4,42020742.17,0,37827000,4193742.173,,,,,,,,,,,,,,,,,,,
 06/08  16:00:00,1086868583,613884568.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,402331166.3,332163194.8,140820819.9,102716325,38104494.92,0,226391112.5,149046913.4,42020657.53,0,37827000,4193657.527,,,,,,,,,,,,,,,,,,,
 06/08  17:00:00,1074475712,613884568.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,402331166.3,323447211.6,137143932.2,102716325,34427607.27,0,226391112.5,149046913.4,42021360.7,0,37827000,4194360.705,,,,,,,,,,,,,,,,,,,
 06/08  18:00:00,1023580541,603777194.4,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,435884244.6,298966957.3,120836389.3,102716325,18120064.29,0,150927408.4,132695745.2,40548216.31,2730330.885,33624000,4193885.425,,,,,,,,,,,,,,,,,,,
 06/08  19:00:00,961747933.6,501530069.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,333637119.5,347117526.7,113100337.7,102716325,10384012.76,0,150927408.4,132695745.2,37817518.07,0,33624000,4193518.073,,,,,,,,,,,,,,,,,,,
 06/08  20:00:00,873541878.8,453177790.7,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,307737142.5,297306946.2,110837841.8,102716325,8121516.812,0,125772840.3,116344577.1,40982230.36,7367944.43,29421000,4193285.934,,,,,,,,,,,,,,,,,,,
 06/08  21:00:00,653486658.8,307423153,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,229339409.5,190236543.5,106949762.3,102716325,4233437.324,0,50309136.12,67291072.6,16884000,0,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/08  22:00:00,432373377.4,222319895.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,185725117.5,161176281.9,0,0,0,0,12577284.03,32702336.3,12597861.53,0,8406000,4191861.526,,,,,,,,,,,,,,,,,,,
 06/08  23:00:00,537020906.6,327928313.8,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,289224511.7,160215392.8,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/08  24:00:00,443361864.2,213387799.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,176793021.3,181096864.8,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/09  01:00:00,400416009.4,206107731.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,169512953.6,145431077.7,0,0,0,0,12577284.03,32702336.3,12597322.02,0,8406000,4191322.019,,,,,,,,,,,,,,,,,,,
 06/09  02:00:00,388130358.5,199789048.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,163194270.6,139464109.8,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/09  03:00:00,375439129.7,193698174.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,157103396.5,132863755.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/09  04:00:00,407170058.1,187554523,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,150959744.9,207396235.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 06/09  05:00:00,388259460.3,181584985,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,144990206.9,206674475.2,0,0,0,0,12577284.03,32702336.3,12597368.46,0,8406000,4191368.459,,,,,,,,,,,,,,,,,,,
 06/09  06:00:00,576818837,258669316.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,180585573.4,215413103.5,102736416.6,102716325,20091.64323,0,50309136.12,67291072.6,383381165,366497165,16812000,72000,,,,,,,,,,,,,,,,,,,
 06/09  07:00:00,600042476.2,261277595.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,183193852.4,236048555.3,102716325,102716325,0,0,50309136.12,67291072.6,438486545.8,417482616.9,16812000,4191928.871,,,,,,,,,,,,,,,,,,,
